date,close,open,high,low,volume
2020-08-19T00:00:00-04:00,3372.75,3388.75,3395.75,3365.5,1368420.0
2020-08-20T00:00:00-04:00,3380.75,3370.25,3387.0,3344.75,1203334.0
2020-08-21T00:00:00-04:00,3392.5,3383.5,3396.25,3356.75,1221450.0
2020-08-24T00:00:00-04:00,3427.5,3398.75,3429.5,3393.5,1282950.0
2020-08-25T00:00:00-04:00,3443.0,3427.0,3448.75,3421.75,1133837.0
2020-08-26T00:00:00-04:00,3480.25,3444.75,3483.5,3436.75,1277539.0
2020-08-27T00:00:00-04:00,3485.25,3479.5,3498.25,3464.75,1633581.0
2020-08-28T00:00:00-04:00,3504.5,3488.0,3509.5,3480.75,1248430.0
2020-08-31T00:00:00-04:00,3499.0,3508.5,3524.5,3490.0,1439600.0
2020-09-01T00:00:00-04:00,3527.0,3493.25,3530.0,3484.25,1283622.0
2020-09-02T00:00:00-04:00,3579.25,3529.0,3587.0,3526.25,1853078.0
2020-09-03T00:00:00-04:00,3461.5,3578.75,3586.5,3424.5,2872337.0
2020-09-04T00:00:00-04:00,3417.5,3454.75,3484.25,3347.75,2994363.0
2020-09-07T00:00:00-04:00,3335.5,3420.5,3447.0,3327.5,2732946.0
2020-09-08T00:00:00-04:00,3335.5,3420.5,3447.0,3327.5,2732946.0
2020-09-09T00:00:00-04:00,3400.25,3315.25,3424.0,3295.5,2011132.0
2020-09-10T00:00:00-04:00,3340.5,3396.0,3424.25,3327.25,2332667.0
2020-09-11T00:00:00-04:00,3333.75,3345.25,3375.0,3308.75,1876451.0
2020-09-14T00:00:00-04:00,3382.5,3350.0,3402.75,3345.5,1378626.0
2020-09-15T00:00:00-04:00,3395.0,3369.75,3409.0,3366.25,1903406.0
2020-09-16T00:00:00-04:00,3379.5,3395.75,3419.5,3373.75,1787505.0
2020-09-17T00:00:00-04:00,3351.0,3381.5,3386.5,3310.25,2676297.0
2020-09-18T00:00:00-04:00,3316.25,3345.0,3363.0,3280.75,2365554.0
2020-09-21T00:00:00-04:00,3275.0,3314.5,3326.25,3217.75,2507980.0
2020-09-22T00:00:00-04:00,3299.25,3271.5,3309.5,3256.5,1576319.0
2020-09-23T00:00:00-04:00,3231.25,3303.75,3319.75,3221.0,1979661.0
2020-09-24T00:00:00-04:00,3238.0,3228.0,3268.25,3198.0,2277010.0
2020-09-25T00:00:00-04:00,3287.25,3243.5,3296.25,3206.5,1697090.0
2020-09-28T00:00:00-04:00,3346.0,3291.0,3351.25,3287.5,1495804.0
2020-09-29T00:00:00-04:00,3333.75,3348.75,3363.0,3316.5,1326597.0
2020-09-30T00:00:00-04:00,3352.0,3330.0,3384.0,3291.25,2170601.0
2020-10-01T00:00:00-04:00,3367.75,3344.75,3388.0,3343.25,1517912.0
2020-10-02T00:00:00-04:00,3339.25,3367.0,3375.5,3300.25,2028921.0
2020-10-05T00:00:00-04:00,3393.0,3360.0,3400.0,3346.5,1077474.0
2020-10-06T00:00:00-04:00,3353.25,3392.0,3421.75,3330.5,1701062.0
2020-10-07T00:00:00-04:00,3406.75,3338.0,3416.75,3332.25,1400616.0
2020-10-08T00:00:00-04:00,3437.5,3406.25,3447.25,3405.5,1104986.0
2020-10-09T00:00:00-04:00,3473.25,3447.25,3480.0,3445.25,1185272.0
2020-10-12T00:00:00-04:00,3532.75,3467.5,3541.0,3464.25,1401063.0
2020-10-13T00:00:00-04:00,3504.75,3534.0,3535.75,3491.5,1617226.0
2020-10-14T00:00:00-04:00,3481.0,3502.0,3524.0,3472.0,1539718.0
2020-10-15T00:00:00-04:00,3475.5,3479.25,3486.5,3431.5,1650150.0
2020-10-16T00:00:00-04:00,3462.25,3478.5,3508.5,3461.25,1398947.0
2020-10-19T00:00:00-04:00,3422.75,3471.0,3496.5,3410.75,1645853.0
